strategy,step,id,nombre,initial_rank,current_rank,delta_rank_improvement,initial_score,current_score,delta_score_vs_G0,selected_this_step,originally_in_fixed_topN
eva_adaptive_open,2,C011,EYZAGUIRRE,89,89,0,0.2597262361382782,0.2597262361382782,0,false,false
eva_adaptive_open,2,C069,LOS OLMOS,90,90,0,0.2594151168255869,0.2594151168255869,0,false,false
eva_adaptive_open,2,C065,NUEVA SAN MARTIN,91,91,0,0.2588125082913236,0.2588125082913236,0,false,false
eva_adaptive_open,2,C009,EL ROSAL - SANTA ELENA,92,92,0,0.258292338870139,0.258292338870139,0,false,false
eva_adaptive_open,2,C002,CAPITAN IGNACIO CARRERA PINTO,94,93,1,0.2546555618818747,0.2546555618818747,0,false,false
eva_adaptive_open,2,C048,GENERAL ARRIAGADA,95,94,1,0.2517348978903142,0.2517348978903142,0,false,false
eva_adaptive_open,2,C033,OBSERVATORIO,96,95,1,0.25172362934577086,0.25172362934577086,0,false,false
eva_adaptive_open,2,I03,CARRASCAL,97,96,1,0.24854515940907576,0.24854515940907576,0,false,false
eva_adaptive_open,2,C054,VICTORIA,98,97,1,0.24818166256108362,0.24818166256108362,0,false,false
eva_adaptive_open,2,C017,LA PARINACOTA,99,98,1,0.24787162646529243,0.24787162646529243,0,false,false
eva_adaptive_open,2,C056,TEMUCO - TORO MAZOTTE,100,99,1,0.2468166288620158,0.2468166288620158,0,false,false
eva_adaptive_open,2,C076,ISLA DECEPCION,93,100,-7,0.25765035826791644,0.24485989841133612,-0.01279045985658031,false,false
eva_adaptive_open,2,C026,LOS MAITENES,102,101,1,0.24476449972018605,0.24476449972018605,0,false,false
eva_adaptive_open,2,C071,BARROS ARANA,104,102,2,0.2432718387690382,0.2432718387690382,0,false,false
