scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
ciclistas_biogeme,Ciclistas inducidos (Biogeme),17,I21,PEDRO DE VALDIVIA,Intercomunal,28,0.4618604135901872,14501,740880,25407,75,1,124,0,0,18,474,14100,378171,665201,2605
ciclistas_biogeme,Ciclistas inducidos (Biogeme),18,EP-I10,GRAN AVENIDA,Intercomunal,13,0.474854616709208,16187,21396,11712,124,2,123,-1,1,19,913,15013,394358,676913,2729
ciclistas_biogeme,Ciclistas inducidos (Biogeme),19,I27,SANTA CECILIA - NONATO COO,Intercomunal,30,0.4637398136549818,24624,24624,14290,124,1,123,0,0,19,644,15657,418982,691203,2853
ciclistas_biogeme,Ciclistas inducidos (Biogeme),20,I01,BARÓN DE JURAS REALES,Intercomunal,15,0.4489005002894388,16219,16219,9010,123,1,123,0,0,19,781,16438,435201,700213,2976
ciclistas_biogeme,Ciclistas inducidos (Biogeme),21,EP-I33,LA CHIMBA,Intercomunal,17,0.4447675114935197,4379,11547,5001,198,2,122,-1,1,20,971,17409,439580,705214,3174
ciclistas_biogeme,Ciclistas inducidos (Biogeme),22,I20,PAC - LO ESPEJO - EL BOSQUE,Intercomunal,11,0.4384052929091777,22368,22368,11753,138,1,122,0,0,20,1031,18440,461948,716967,3312
ciclistas_biogeme,Ciclistas inducidos (Biogeme),23,C086,LA ESTRELLA,Comunal,42,0.3831335007758099,5624,295545,26421,33,2,121,-1,1,21,185,18625,467572,743388,3345
ciclistas_biogeme,Ciclistas inducidos (Biogeme),24,I29,SANTA ROSA,Intercomunal,23,0.3729472027164556,5202,5202,2827,132,2,120,-1,1,22,710,19335,472774,746215,3477
ciclistas_biogeme,Ciclistas inducidos (Biogeme),25,I13,LO ESPEJO-RIQUELME,Intercomunal,37,0.37026233040716217,5121,10062,4569,124,2,119,-1,1,23,700,20035,477895,750784,3601
ciclistas_biogeme,Ciclistas inducidos (Biogeme),26,I05,DIAGONAL JOSE MARIA CARO,Intercomunal,19,0.35495458090900583,4221,4221,2516,109,1,119,0,0,23,644,20679,482116,753300,3710
ciclistas_biogeme,Ciclistas inducidos (Biogeme),27,I24,RADAL,Intercomunal,26,0.35466828858005917,0,8616,3735,113,2,118,-1,1,24,509,21188,482116,757035,3823
ciclistas_biogeme,Ciclistas inducidos (Biogeme),28,C053,CONDELL,Comunal,33,0.33850185121139226,9857,9857,5745,74,1,118,0,0,24,280,21468,491973,762780,3897
ciclistas_biogeme,Ciclistas inducidos (Biogeme),29,C063,LONGITUDINAL,Comunal,67,0.3370968654728083,13349,24325,14704,38,1,118,0,0,24,192,21660,505322,777484,3935
ciclistas_biogeme,Ciclistas inducidos (Biogeme),30,I03,CARRASCAL,Intercomunal,73,0.3361702106240762,0,16584,9569,62,2,117,-1,1,25,442,22102,505322,787053,3997
ciclistas_biogeme,Ciclistas inducidos (Biogeme),31,C067,CARDENAL RAUL SILVA HENRIQUEZ,Comunal,50,0.3329520437136048,4301,12567,6265,64,3,115,-2,2,27,332,22434,509623,793318,4061
ciclistas_biogeme,Ciclistas inducidos (Biogeme),32,I08,GENERAL OSCAR BONILLA,Intercomunal,21,0.32781758593965915,4898,13286,7918,88,1,115,0,0,27,595,23029,514521,801236,4149
ciclistas_biogeme,Ciclistas inducidos (Biogeme),33,C006,DOMINGO TOCORNAL,Comunal,16,0.3217906170835068,0,4416,2578,70,2,114,-1,1,28,439,23468,514521,803814,4219
ciclistas_biogeme,Ciclistas inducidos (Biogeme),34,C060,ROJAS MAGALLANES,Comunal,32,0.3215163863920257,6013,6013,3413,66,1,114,0,0,28,395,23863,520534,807227,4285
ciclistas_biogeme,Ciclistas inducidos (Biogeme),35,I28,SANTA RAQUEL,Intercomunal,54,0.3475434038192387,10375,10375,5709,66,1,114,0,0,28,300,24163,530909,812936,4351
ciclistas_biogeme,Ciclistas inducidos (Biogeme),36,I02,CARLOS VALDOVINOS,Intercomunal,25,0.3121245447496371,0,0,0,107,1,114,0,0,28,687,24850,530909,812936,4458
ciclistas_biogeme,Ciclistas inducidos (Biogeme),37,C056,TEMUCO - TORO MAZOTTE,Comunal,74,0.3055839090377198,8042,8042,4827,85,1,114,0,0,28,186,25036,538951,817763,4543
ciclistas_biogeme,Ciclistas inducidos (Biogeme),38,C058,ANTONIO EBNER-BARROS ARANA,Comunal,24,0.30922913346850583,0,0,0,138,1,114,0,0,28,341,25377,538951,817763,4681
ciclistas_biogeme,Ciclistas inducidos (Biogeme),39,C029,MARIA ELENA,Comunal,29,0.30449386215901736,7474,7474,4249,55,1,114,0,0,28,270,25647,546425,822012,4736
ciclistas_biogeme,Ciclistas inducidos (Biogeme),40,C089,J J PEREZ,Comunal,87,0.3038851057008596,0,9565,5573,20,2,113,-1,1,29,198,25845,546425,827585,4756
ciclistas_biogeme,Ciclistas inducidos (Biogeme),41,C046,EUCALIPTOS,Comunal,82,0.3172940760072499,16,7223,4212,30,2,112,-1,1,30,206,26051,546441,831797,4786
ciclistas_biogeme,Ciclistas inducidos (Biogeme),42,C052,BAQUEDANO - POSTALES ORIENTE,Comunal,77,0.31224195811573646,8320,8320,4853,37,1,112,0,0,30,259,26310,554761,836650,4823
ciclistas_biogeme,Ciclistas inducidos (Biogeme),43,I17,MATUCANA,Intercomunal,47,0.29976856033750704,3082,3082,1850,89,1,112,0,0,30,287,26597,557843,838500,4912
ciclistas_biogeme,Ciclistas inducidos (Biogeme),44,I10,GRAN AVENIDA,Intercomunal,27,0.29043106407476077,3242,3242,1653,83,1,112,0,0,30,448,27045,561085,840153,4995
ciclistas_biogeme,Ciclistas inducidos (Biogeme),45,C014,JOSE DOMINGO CAÑAS,Comunal,43,0.2876964978064817,0,0,0,97,1,112,0,0,30,259,27304,561085,840153,5092
ciclistas_biogeme,Ciclistas inducidos (Biogeme),46,I09,GENERAL VELASQUEZ,Intercomunal,35,0.28470479537852456,735,4715,2016,74,1,112,0,0,30,643,27947,561820,842169,5166
ciclistas_biogeme,Ciclistas inducidos (Biogeme),47,I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,58,0.28315219390093405,5025,5025,2899,66,1,112,0,0,30,361,28308,566845,845068,5232
ciclistas_biogeme,Ciclistas inducidos (Biogeme),48,I07,EL GUANACO,Intercomunal,31,0.2705453241424079,0,0,0,97,1,112,0,0,30,443,28751,566845,845068,5329
ciclistas_biogeme,Ciclistas inducidos (Biogeme),49,C083,ORIENTAL-LAS PARCELAS,Comunal,48,0.269904950123001,0,0,0,89,1,112,0,0,30,392,29143,566845,845068,5418
ciclistas_biogeme,Ciclistas inducidos (Biogeme),50,C047,VIOLETA PARRA,Comunal,56,0.26564737167246005,0,0,0,95,1,112,0,0,30,240,29383,566845,845068,5513
ciclistas_biogeme,Ciclistas inducidos (Biogeme),51,I18,NUEVA IMPERIAL,Intercomunal,57,0.2635007343745128,0,0,0,72,1,112,0,0,30,290,29673,566845,845068,5585
ciclistas_biogeme,Ciclistas inducidos (Biogeme),52,I32,EINSTEIN,Intercomunal,63,0.2615344060369183,0,0,0,73,1,112,0,0,30,366,30039,566845,845068,5658
ciclistas_biogeme,Ciclistas inducidos (Biogeme),53,C007,EDUARDO CASTILLO VELASCO,Comunal,53,0.2586138261730335,0,0,0,76,1,112,0,0,30,409,30448,566845,845068,5734
ciclistas_biogeme,Ciclistas inducidos (Biogeme),54,C035,PRODIVENCIA,Comunal,91,0.2561497377470783,0,11942,7334,2,2,111,-1,1,31,33,30481,566845,852402,5736
ciclistas_biogeme,Ciclistas inducidos (Biogeme),55,C090,SANTO DOMINGO,Comunal,66,0.24852957214525181,0,0,0,49,1,111,0,0,31,150,30631,566845,852402,5785
